date,apple_driving,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google,telco,applegoogle
2021-03-11,0.07240947807798467,0.608072440077465,0.3452523392269115,-0.959565565729281,-0.1277062586625249,-3.0058208170409992,1.2464412705893166,-1.5574848073241636,0.4571231531923799,-0.606116234048626
2021-03-12,0.07302511833780531,0.5801098464265262,0.33133285532243306,-0.9529931988407242,-0.14366954099534052,-3.0058208170409992,1.2464412705893166,-1.5574848073241634,0.4560893457000646,-0.6130759760008652
2021-03-13,0.0806072141692784,0.5704730203660331,0.3301916505219503,-0.9398484650636106,-0.15963282332815615,-2.9947292273102204,1.2152802388245834,-1.5499058058286688,0.4590872996272952,-0.6098570776533592
2021-03-14,0.10426076099396052,0.6454822828827895,0.3800831956022071,-0.9069866306208272,-0.1277062586625249,-2.972546047848663,1.1841192070598505,-1.5158002990989425,0.4833862648710776,-0.5678585517483677
2021-03-15,0.13850980071134267,0.7363212170595682,0.44328343891907895,-0.8544076955123735,-0.03192656466563122,-2.9281796889255487,1.1217971435303848,-1.4475892856394905,0.5365162989248734,-0.5021529233602058
2021-03-16,0.16341777242633526,0.772119656162974,0.4738502765529331,-0.8346905948467033,-0.0159632823328156,-2.9059965094639915,1.0594750800009192,-1.4248522811530062,0.5708845677193624,-0.47550100230003656
2021-03-17,0.16400101056721778,0.7981458571300949,0.4873794087147923,-0.8215458610695898,0.015963282332815642,-2.8505385608100986,1.0594750800009192,-1.3907467744232798,0.5914374693969372,-0.45168368285424376
2021-03-18,0.17549913391604546,0.8329467606085034,0.5107867361516537,-0.7821116597382495,0.07981641166407809,-2.806172201886984,1.028314048236186,-1.3376937639548168,0.6525730537485993,-0.4134535139015815
2021-03-19,0.17760990052114473,0.8267719699524118,0.5086926138618347,-0.7886840266268063,0.07981641166407809,-2.7950806121562057,0.9971530164714532,-1.337693763954817,0.6672512269179114,-0.4145005750464911
2021-03-20,0.16944456654878864,0.7933793520622348,0.48765495112134705,-0.8084011272924765,0.06385312933126244,-2.7839890224254273,0.9971530164714532,-1.349062266198059,0.6730088368233794,-0.43070365753835593
2021-03-21,0.1609459536387857,0.7400811590307113,0.4563257794960238,-0.8281182279581465,0.04788984699844684,-2.7839890224254273,0.9971530164714532,-1.3642202691890486,0.6793437585422206,-0.4539472448465124
2021-03-22,0.1662506433963361,0.7376979064967814,0.4577448228897833,-0.8281182279581465,0.04788984699844684,-2.7839890224254273,0.9659919847067201,-1.3642202691890486,0.6610714333457893,-0.4532377231496326
2021-03-23,0.1746659365719278,0.7325793300318637,0.4593154146071481,-0.8215458610695898,0.06385312933126244,-2.7839890224254273,0.9659919847067201,-1.3566412676935538,0.6338428210530981,-0.44866292654320283
2021-03-24,0.2143816766415505,0.745768466213953,0.48572615427546056,-0.8149734941810332,0.11174297632970932,-2.806172201886984,0.9348309529419874,-1.349062266198059,0.5942718500325229,-0.4316680559612992
2021-03-25,0.23573930189577447,0.7682468707953378,0.5077557696795473,-0.8346905948467033,0.04788984699844684,-2.8505385608100986,0.9659919847067201,-1.3907467744232798,0.5382526563606155,-0.44149550237186624
2021-03-26,0.33352889685041814,0.8809097178538421,0.6135778309170619,-0.722960357741239,0.2554125173250498,-2.983637637579442,1.028314048236186,-1.3225357609638273,0.39719592705744655,-0.3544789650233827
2021-03-27,0.44728810756732323,1.039531423435973,0.7507015095392443,-0.5323617179730942,0.6066047286469933,-3.1389198938103426,1.028314048236186,-1.1823242332971753,0.3710922501814143,-0.2158113618789655
2021-03-28,0.6008463780882622,1.2352289553698084,0.9264286793198062,-0.2168881073223717,1.3568789982893272,-3.3052937397720212,0.9036699211772545,-0.8791641734773868,0.3700052600933813,0.023632252921209684
2021-03-29,0.6904984123153547,1.355068642445261,1.0318649811881433,-0.30232887687360904,1.2770625866252492,-3.8820564057725084,1.0906361117656518,-1.1444292258197017,0.20126388138282425,-0.056282122315779226
2021-03-30,0.7708741827779334,1.4853621417718152,1.1380176933135242,-0.44034858153330014,0.957796939968937,-4.458819071772995,1.339924365883515,-1.496852795360206,0.01491109860265582,-0.1794175510233409
2021-03-31,0.8312532169816819,1.5620866239152635,1.2069997347946122,-0.2957565099850524,1.2451360219596181,-4.458819071772995,1.1841192070598505,-1.3452727654503118,0.12090538113445155,-0.06913651532784981
2021-04-01,0.8166167169700095,1.5306168575013255,1.1837301785610286,-0.4074867470905166,1.1333930456299086,-4.525368610157667,1.0906361117656518,-1.4589577878827324,0.12566656624589523,-0.13761380466085193
2021-04-02,0.7497942899717495,1.4165457248545894,1.0925531962319217,-0.7032432570755689,0.7023844226438871,-4.946849019927253,1.371085397648248,-1.8758028701349416,-0.1977366361617539,-0.39162483695150996
