family,colleagues,friends,strangers,date,total
1.461873056919894,2.5809750460426373,1.0620100449263994,4.008002275206406,2021-01-18,6.011651876011907
1.4850044769238404,2.5990290026339817,1.0609349215768444,4.01753092939306,2021-01-19,5.990609652645028
1.506702789012191,2.6147808911911166,1.0609143405180872,4.029069241344246,2021-01-20,5.974889025649308
1.526483742207078,2.6281693627814726,1.0619008695402243,4.042384361139902,2021-01-21,5.964430038651813
1.544126401673131,2.6391952687894156,1.0638455783692256,4.05727304320809,2021-01-22,5.959152963358799
1.5595978543488465,2.6479172050494872,1.0666982925911621,4.073562116045016,2021-01-23,5.958958974271958
1.5729827535410283,2.6544461373617345,1.0704078395651975,4.091108393538186,2021-01-24,5.963730926961119
1.5844253976042793,2.6589393151489302,1.0749222883111804,4.109798061412434,2021-01-25,5.973334233844704
1.5940889994965834,2.66159368375587,1.0801891852547123,4.129545576745736,2021-01-26,5.987617830858676
1.6021336266034945,2.662639002592174,1.0861557875033752,4.1502921220877065,2021-01-27,6.006415227876049
1.6087113521330376,2.6623308664885377,1.0927692950707861,4.172003658619101,2021-01-28,6.029545635287084
1.6139747803410742,2.6609438120091515,1.0999770831169955,4.194668625021178,2021-01-29,6.056815158750554
1.6180935215365144,2.6587646699657643,1.1077269348875025,4.21829533046301,2021-01-30,6.088018053777835
1.621272527994485,2.6560863010096787,1.115967275627204,4.242909091375251,2021-01-31,6.122938031556278
1.6237664732818675,2.653201824134997,1.12464740728107,4.268549162549942,2021-02-01,6.161349607179875
1.6258854681563157,2.6503994193192124,1.1337177433836456,4.2952655136566,2021-02-02,6.20301948132757
1.6279891613654425,2.647957756600975,1.1431300430811477,4.3231155025626595,2021-02-03,6.247707946328367
1.6304684057433667,2.6461420757404976,1.1528376428476486,4.35216049680213,2021-02-04,6.29517030753348
1.6337158719606624,2.6452009143186324,1.162795684076074,4.382462494334466,2021-02-05,6.345158310955084
1.6380889564293608,2.645363458622752,1.1729613344203738,4.414080794190297,2021-02-06,6.3974215682241615
1.6438697867792693,2.646837471740363,1.1832940004982166,4.44706876679123,2021-02-07,6.451708970078915
1.6512278813933474,2.6498077375495743,1.1937555293753845,4.481470772582121,2021-02-08,6.507770079807907
1.6601909699816941,2.6544349481694693,1.2043103961362283,4.517319276075771,2021-02-09,6.565356498333771
1.6706286415368639,2.6608549561487775,1.2149258747906981,4.554632200437057,2021-02-10,6.6242231929435125
1.682251973383595,2.669178311218583,1.225572189805882,4.593410565260136,2021-02-11,6.684129782034913
1.6946303200744497,2.679490004642349,1.2362226456480034,4.63363644718081,2021-02-12,6.744841768650209
1.7072242744342487,2.6918493516701556,1.246853731904936,4.675271299388837,2021-02-13,6.806131716025938
1.7194317492158002,2.706289953803877,1.2574452017968443,4.718254661871538,2021-02-14,6.8677803588654545
1.7306424431970302,2.722819696786393,1.2679801221931377,4.762503289424952,2021-02-15,6.929577644558184
1.7402948710565465,2.741420756661303,1.278444893614847,4.8079107190176025,2021-02-16,6.991323699118686
1.7479297872845176,2.762049603955762,1.2888292391047478,4.854347292079179,2021-02-17,7.0528297131860445
1.7532342531107625,2.7846370141270596,1.2991261612924,4.901660640752354,2021-02-18,7.113918744012032
1.7560717089780957,2.8090881098655496,1.3093318674506715,4.949676640145473,2021-02-19,7.174426429974296
1.7564950585596057,2.8352824767875644,1.3194456628219493,4.998200821301898,2021-02-20,7.234201614763755
1.7547417131347063,2.863074407561824,1.3294698129879023,5.047020232021275,2021-02-21,7.29310687902187
1.7512115270327397,2.8922933398676394,1.3394093765366502,5.095905725012136,2021-02-22,7.351018977825328
1.7464303248479949,2.9227445601223727,1.3492720097528386,5.144614645256854,2021-02-23,7.407829183038459
1.741003073875754,2.954210247175168,1.3590677455088158,5.192893881070636,2021-02-24,7.463443530179683
