date,region,apple_driving,apple_walking,apple_transit,apple,google_retail,google_grocery,google_workplaces,google_residential,google
2020-06-27,south,187.81,179.41,132.4,166.54,1,1,3,-3,1.6666666666666667
2020-06-28,capital,122.62,90.83,71.56,95.00333333333333,-13,-8,3,-1,-6.0
2020-06-28,central,167.31,137.07,115.55,139.97666666666666,4,0,2,-1,2.0
2020-06-28,north,204.16,180.14,,,11,10,4,-1,8.333333333333334
2020-06-28,zealand,174.91,180.43,158.1,171.14666666666668,8,2,6,-1,5.333333333333333
2020-06-28,south,176.01,155.81,138.98,156.9333333333333,20,1,1,-1,7.333333333333333
2020-06-29,capital,137.67,117.61,81.77,112.34999999999998,7,-1,-32,5,-8.666666666666666
2020-06-29,central,168.54,163.66,115.18,149.12666666666667,15,4,-27,4,-2.6666666666666665
2020-06-29,north,216.18,222.67,,,26,17,-25,3,6.0
2020-06-29,zealand,170.68,203.76,161.27,178.57000000000002,18,6,-29,4,-1.6666666666666667
2020-06-29,south,177.8,186.02,154.44,172.75333333333333,26,6,-27,3,1.6666666666666667
2020-06-30,capital,145.56,114.8,85.04,115.13333333333334,8,3,-32,5,-7.0
2020-06-30,central,176.64,168.23,126.62,157.16333333333333,23,12,-27,4,2.6666666666666665
2020-06-30,north,225.89,232.4,,,32,27,-26,3,11.0
2020-06-30,zealand,178.62,194.85,161.1,178.19000000000003,31,15,-28,4,6.0
2020-06-30,south,188.04,188.94,150.29,175.75666666666666,39,18,-28,3,9.666666666666666
2020-07-01,capital,148.21,128.07,87.87,121.38333333333333,9,0,-33,5,-8.0
2020-07-01,central,184.92,189.32,132.52,168.92,21,8,-28,3,0.3333333333333333
2020-07-01,north,235.43,237.72,,,36,23,-25,2,11.333333333333334
2020-07-01,zealand,183.15,208.22,157.58,182.98333333333335,28,9,-30,3,2.3333333333333335
2020-07-01,south,189.42,211.84,156.55,185.93666666666664,32,9,-28,3,4.333333333333333
2020-07-02,capital,144.58,128.31,84.28,119.05666666666666,8,0,-34,4,-8.666666666666666
2020-07-02,central,184.62,195.05,131.81,170.49333333333334,21,8,-29,2,0.0
2020-07-02,north,231.4,236.41,,,32,22,-28,2,8.666666666666666
2020-07-02,zealand,182.97,224.17,149.87,185.67,27,10,-31,4,2.0
2020-07-02,south,187.17,206.72,146.26,180.04999999999998,32,11,-29,2,4.666666666666667
2020-07-03,capital,143.32,129.14,86.98,119.81333333333333,-7,-8,-35,4,-16.666666666666668
2020-07-03,central,191.68,182.18,120.45,164.77,6,-2,-30,3,-8.666666666666666
2020-07-03,north,234.02,230.37,,,14,10,-28,2,-1.3333333333333333
2020-07-03,zealand,186.85,196.14,156.56,179.85,15,1,-32,3,-5.333333333333333
2020-07-03,south,200.21,191.06,140.32,177.19666666666663,18,0,-31,3,-4.333333333333333
2020-07-04,capital,124.74,100.2,77.74,100.89333333333333,-22,-12,-7,0,-13.666666666666666
2020-07-04,central,203.6,170.76,128.19,167.51666666666668,-4,0,-5,-2,-3.0
2020-07-04,north,251.16,246.61,,,10,15,2,-2,9.0
2020-07-04,zealand,201.36,186.57,163.15,183.69333333333336,4,1,-3,0,0.6666666666666666
2020-07-04,south,229.88,178.4,151.44,186.57333333333335,7,1,-7,-1,0.3333333333333333
2020-07-05,capital,121.36,92.28,73.67,95.77,-6,-10,-3,0,-6.333333333333333
2020-07-05,central,177.17,139.62,121.61,146.13333333333333,9,-3,-8,0,-0.6666666666666666
2020-07-05,north,228.31,193.18,,,16,11,-1,0,8.666666666666666
2020-07-05,zealand,178.41,165.01,155.27,166.23,16,1,-1,0,5.333333333333333
2020-07-05,south,187.59,163.93,153.42,168.3133333333333,25,0,-7,0,6.0
2020-07-06,capital,135.99,116.46,79.51,110.65333333333332,8,-6,-43,6,-13.666666666666666
2020-07-06,central,181.2,176.98,124.37,160.85,25,6,-42,6,-3.6666666666666665
2020-07-06,north,255.84,267.8,,,39,24,-38,5,8.333333333333334
2020-07-06,zealand,185.54,199.02,167.01,183.85666666666665,28,8,-41,6,-1.6666666666666667
2020-07-06,south,202.34,210.71,158.15,190.4,39,9,-41,5,2.3333333333333335
2020-07-07,capital,139.27,123.05,82.18,114.83333333333333,6,-4,-43,6,-13.666666666666666
2020-07-07,central,187.97,193.93,118.39,166.76333333333332,22,6,-41,5,-4.333333333333333
2020-07-07,north,269.88,306.24,,,43,27,-37,4,11.0
2020-07-07,zealand,186.69,206.24,167.69,186.87333333333333,28,8,-41,6,-1.6666666666666667
2020-07-07,south,202.69,225.91,153.67,194.09,40,10,-41,5,3.0
2020-07-08,capital,140.84,130.04,86.47,119.11666666666667,7,-6,-41,6,-13.333333333333334
2020-07-08,central,192.53,201.11,123.1,172.24666666666667,22,4,-40,4,-4.666666666666667
2020-07-08,north,279.58,308.52,,,44,21,-36,3,9.666666666666666
2020-07-08,zealand,193.64,212.31,165.3,190.41666666666666,29,6,-39,5,-1.3333333333333333
2020-07-08,south,206.53,232.62,156.42,198.5233333333333,38,7,-40,4,1.6666666666666667
2020-07-09,capital,138.07,129.14,80.34,115.84999999999998,4,-7,-42,5,-15.0
2020-07-09,central,186.22,204.24,119.21,169.89000000000001,19,3,-40,4,-6.0
2020-07-09,north,268.94,288.21,,,40,21,-36,3,8.333333333333334
2020-07-09,zealand,189.26,200.6,159.73,183.1966666666667,24,5,-40,5,-3.6666666666666665
2020-07-09,south,201.53,220.08,139.49,187.03333333333333,35,7,-40,4,0.6666666666666666
2020-07-10,capital,136.06,121.44,81.15,112.88333333333333,-12,-12,-43,6,-22.333333333333332
2020-07-10,central,195.34,200.78,122.06,172.7266666666667,6,-5,-40,4,-13.0
2020-07-10,north,276.39,278.25,,,18,10,-35,3,-2.3333333333333335
2020-07-10,zealand,190.96,193.91,164.01,182.96,7,-2,-40,6,-11.666666666666666
2020-07-10,south,217.96,213.44,149.2,193.5333333333333,19,-2,-40,4,-7.666666666666667
2020-07-11,capital,126.69,125.07,77.93,109.89666666666666,-16,-12,-4,-3,-10.666666666666666
2020-07-11,central,210.68,198.63,128.56,179.29,1,0,-3,-4,-0.6666666666666666
2020-07-11,north,302.8,306.04,,,15,18,0,-3,11.0
2020-07-11,zealand,226.68,223.02,174.72,208.14000000000001,8,3,0,-2,3.6666666666666665
2020-07-11,south,269.05,228.88,162.56,220.16333333333333,16,4,-4,-3,5.333333333333333
2020-07-12,capital,120.2,99.76,72.94,97.63333333333333,-7,-13,-2,-2,-7.333333333333333
2020-07-12,central,186.16,161.29,116.64,154.69666666666666,12,-4,-9,-2,-0.3333333333333333
2020-07-12,north,272.91,266.35,,,29,16,-3,-2,14.0
2020-07-12,zealand,188.4,181.14,164.78,178.10666666666665,17,1,-3,-1,5.0
2020-07-12,south,204.74,203.46,148.69,185.63000000000002,33,2,-8,-2,9.0
2020-07-13,capital,133.89,133.15,81.8,116.27999999999999,11,-7,-50,6,-15.333333333333334
2020-07-13,central,192.42,208.59,117.79,172.9333333333333,30,5,-58,6,-7.666666666666667
2020-07-13,north,302.08,339.28,,,58,31,-54,6,11.666666666666666
2020-07-13,zealand,198.07,229.98,170.95,199.66666666666666,32,7,-49,6,-3.3333333333333335
2020-07-13,south,217.24,254.49,149.84,207.19000000000003,48,11,-53,5,2.0
2020-07-14,capital,138.46,139.28,86.1,121.28000000000002,7,-7,-50,7,-16.666666666666668
2020-07-14,central,194.14,204.85,126.58,175.19000000000003,26,6,-59,8,-9.0
2020-07-14,north,302.79,337.84,,,50,31,-55,7,8.666666666666666
2020-07-14,zealand,198.4,221.63,159.21,193.08,30,8,-49,6,-3.6666666666666665
2020-07-14,south,216.76,250.41,156.1,207.75666666666666,46,13,-54,7,1.6666666666666667
2020-07-15,capital,141.82,141.44,83.22,122.16000000000001,5,-9,-49,7,-17.666666666666668
2020-07-15,central,198.54,217.01,128.07,181.20666666666662,24,2,-57,7,-10.333333333333334
2020-07-15,north,319.18,361.17,,,56,27,-53,6,10.0
2020-07-15,zealand,203.78,230.36,167.78,200.64,31,7,-48,7,-3.3333333333333335
2020-07-15,south,220.38,254.0,155.91,210.09666666666666,43,9,-52,6,0.0
2020-07-16,capital,140.9,142.7,85.59,123.06333333333335,5,-8,-50,6,-17.666666666666668
2020-07-16,central,198.74,217.28,127.21,181.07666666666668,23,1,-57,6,-11.0
2020-07-16,north,314.12,354.99,,,52,27,-53,5,8.666666666666666
2020-07-16,zealand,203.32,225.02,176.69,201.67666666666665,28,7,-48,6,-4.333333333333333
2020-07-16,south,218.7,251.75,156.61,209.01999999999998,41,9,-52,5,-0.6666666666666666
2020-07-17,capital,140.73,147.68,86.93,125.11333333333333,-8,-15,-50,4,-24.333333333333332
2020-07-17,central,204.28,210.25,133.01,182.51333333333332,4,-9,-57,5,-20.666666666666668
2020-07-17,north,309.32,321.54,,,25,11,-52,5,-5.333333333333333
2020-07-17,zealand,208.72,219.89,176.78,201.79666666666665,11,-2,-48,4,-13.0
2020-07-17,south,230.6,250.38,151.37,210.78333333333333,20,-3,-51,4,-11.333333333333334
2020-07-18,capital,129.34,131.87,81.8,114.33666666666669,-19,-16,-3,-5,-12.666666666666666
2020-07-18,central,215.17,208.91,119.81,181.29666666666665,-1,-3,-6,-5,-3.3333333333333335
2020-07-18,north,328.58,330.27,,,21,19,-3,-4,12.333333333333334
2020-07-18,zealand,232.52,235.81,194.43,220.92,7,3,0,-4,3.3333333333333335
2020-07-18,south,262.68,241.62,168.12,224.14000000000001,14,4,-5,-4,4.333333333333333
2020-07-19,capital,120.79,104.8,74.3,99.96333333333332,-6,-15,-3,-4,-8.0
2020-07-19,central,181.65,165.33,114.99,153.99,11,-2,-12,-2,-1.0
2020-07-19,north,271.21,247.25,,,23,16,-7,-1,10.666666666666666
2020-07-19,zealand,198.81,187.04,169.41,185.08666666666667,20,2,-1,-3,7.0
2020-07-19,south,211.01,200.93,163.58,191.84,33,4,-8,-2,9.666666666666666
2020-07-20,capital,134.66,133.27,83.0,116.97666666666667,10,-6,-54,6,-16.666666666666668
2020-07-20,central,202.4,221.27,126.84,183.50333333333333,35,9,-61,7,-5.666666666666667
2020-07-20,north,309.19,348.32,,,66,36,-57,6,15.0
2020-07-20,zealand,202.7,234.17,172.49,203.12,37,13,-52,7,-0.6666666666666666
2020-07-20,south,229.1,272.28,159.94,220.43999999999997,54,17,-56,6,5.0
2020-07-21,capital,139.97,148.26,85.19,124.47333333333334,11,-6,-53,6,-16.0
2020-07-21,central,203.53,224.53,130.24,186.1,34,7,-62,7,-7.0
2020-07-21,north,320.67,340.21,,,63,34,-58,6,13.0
2020-07-21,zealand,208.22,236.34,174.12,206.2266666666667,39,13,-52,6,0.0
2020-07-21,south,226.06,262.68,161.85,216.86333333333334,55,16,-56,6,5.0
2020-07-22,capital,139.66,146.76,83.89,123.43666666666665,9,-10,-52,7,-17.666666666666668
2020-07-22,central,203.55,227.86,115.78,182.39666666666668,28,4,-60,7,-9.333333333333334
2020-07-22,north,311.38,342.22,,,59,29,-57,6,10.333333333333334
2020-07-22,zealand,208.95,230.97,165.04,201.6533333333333,35,8,-51,6,-2.6666666666666665
2020-07-22,south,225.33,257.26,152.59,211.7266666666667,47,10,-55,6,0.6666666666666666
2020-07-23,capital,134.24,138.89,79.62,117.58333333333333,4,-10,-52,7,-19.333333333333332
2020-07-23,central,195.2,208.7,121.31,175.07000000000002,21,2,-61,8,-12.666666666666666
2020-07-23,north,292.14,316.16,,,46,25,-57,7,4.666666666666667
2020-07-23,zealand,200.79,217.05,165.55,194.46333333333337,30,8,-51,7,-4.333333333333333
2020-07-23,south,215.72,239.06,152.59,202.45666666666668,39,10,-55,7,-2.0
2020-07-24,capital,135.63,136.07,82.88,118.19333333333333,-12,-14,-53,8,-26.333333333333332
2020-07-24,central,205.18,217.74,128.45,183.79,6,-8,-59,8,-20.333333333333332
2020-07-24,north,297.62,298.34,,,23,9,-56,7,-8.0
2020-07-24,zealand,201.38,201.43,164.27,189.02666666666667,11,0,-51,8,-13.333333333333334
2020-07-24,south,239.96,245.06,152.46,212.49333333333334,22,-1,-55,7,-11.333333333333334
2020-07-25,capital,126.12,131.32,78.04,111.82666666666667,-16,-16,-5,-4,-12.333333333333334
2020-07-25,central,202.69,204.04,123.4,176.71,0,-3,-8,-4,-3.6666666666666665
2020-07-25,north,299.48,288.44,,,19,16,-2,-4,11.0
2020-07-25,zealand,211.08,222.2,172.75,202.01,7,0,-1,-3,2.0
2020-07-25,south,236.27,224.76,140.26,200.42999999999998,14,3,-6,-3,3.6666666666666665
2020-07-26,capital,115.15,92.94,71.25,93.11333333333334,-13,-15,-7,0,-11.666666666666666
2020-07-26,central,174.12,154.66,117.35,148.71,14,-4,-12,0,-0.6666666666666666
2020-07-26,north,249.81,214.54,,,22,13,-7,0,9.333333333333334
2020-07-26,zealand,180.95,164.4,159.55,168.3,12,0,-7,0,1.6666666666666667
2020-07-26,south,196.46,183.59,144.47,174.84,31,1,-11,0,7.0
2020-07-27,capital,129.31,127.1,79.66,112.02333333333331,9,-8,-49,6,-16.0
2020-07-27,central,188.54,210.94,128.37,175.95000000000002,29,4,-53,7,-6.666666666666667
2020-07-27,north,267.69,300.31,,,52,25,-50,7,9.0
2020-07-27,zealand,188.62,222.04,167.69,192.7833333333333,28,6,-48,7,-4.666666666666667
2020-07-27,south,207.5,238.85,165.62,203.99,42,10,-50,6,0.6666666666666666
2020-07-28,capital,135.48,139.32,87.33,120.70999999999998,8,-7,-49,6,-16.0
2020-07-28,central,190.88,215.17,128.34,178.13,28,5,-52,8,-6.333333333333333
2020-07-28,north,273.78,301.15,,,51,27,-51,7,9.0
2020-07-28,zealand,196.31,219.52,166.07,193.9666666666667,31,8,-46,6,-2.3333333333333335
2020-07-28,south,205.32,243.41,148.63,199.12,46,12,-49,7,3.0
2020-07-29,capital,135.71,136.62,86.8,119.71000000000002,6,-9,-49,8,-17.333333333333332
2020-07-29,central,191.81,209.47,126.62,175.96666666666667,24,2,-53,8,-9.0
2020-07-29,north,271.74,285.59,,,43,21,-50,8,4.666666666666667
2020-07-29,zealand,190.52,201.57,163.67,185.25333333333333,28,6,-48,8,-4.666666666666667
2020-07-29,south,209.23,233.28,142.88,195.13,40,7,-49,7,-0.6666666666666666
2020-07-30,capital,135.4,132.4,84.33,117.37666666666667,6,-8,-49,7,-17.0
2020-07-30,central,190.34,205.72,128.97,175.01,25,4,-52,7,-7.666666666666667
2020-07-30,north,274.0,285.67,,,43,20,-50,7,4.333333333333333
2020-07-30,zealand,192.86,202.25,155.53,183.54666666666665,30,8,-47,7,-3.0
2020-07-30,south,206.42,235.83,150.03,197.42666666666665,40,8,-49,6,-0.3333333333333333
2020-07-31,capital,144.49,152.45,91.69,129.54333333333332,0,-11,-49,4,-20.0
2020-07-31,central,207.77,221.57,130.62,186.65333333333334,14,-1,-50,3,-12.333333333333334
2020-07-31,north,267.96,279.59,,,31,12,-48,3,-1.6666666666666667
2020-07-31,zealand,204.08,213.93,165.47,194.49333333333334,24,7,-46,3,-5.0
2020-07-31,south,223.0,234.45,147.22,201.55666666666664,29,5,-47,2,-4.333333333333333
2020-08-01,capital,137.03,147.11,92.5,125.54666666666667,-12,-13,-3,-6,-9.333333333333334
2020-08-01,central,198.07,214.24,134.09,182.13333333333333,3,1,-4,-5,0.0
2020-08-01,north,267.33,276.26,,,21,17,1,-5,13.0
2020-08-01,zealand,200.56,218.47,162.55,193.85999999999999,13,6,1,-4,6.666666666666667
2020-08-01,south,222.91,219.84,141.92,194.89,17,8,-1,-5,8.0
2020-08-02,capital,135.12,115.45,88.28,112.95,1,-9,-2,-3,-3.3333333333333335
2020-08-02,central,175.68,164.11,129.61,156.46666666666667,19,2,-6,-2,5.0
2020-08-02,north,231.4,233.14,,,36,17,-1,-2,17.333333333333332
2020-08-02,zealand,186.87,189.75,162.04,179.5533333333333,26,7,1,-3,11.333333333333334
2020-08-02,south,189.59,183.36,149.52,174.15666666666667,37,8,-4,-2,13.666666666666666
2020-08-03,capital,143.25,141.62,92.6,125.82333333333334,12,-5,-40,5,-11.0
2020-08-03,central,183.07,212.1,147.4,180.85666666666665,27,7,-35,4,-0.3333333333333333
2020-08-03,north,242.32,288.17,,,46,26,-35,3,12.333333333333334
2020-08-03,zealand,181.93,221.34,163.41,188.89333333333332,32,10,-37,4,1.6666666666666667
2020-08-03,south,195.66,234.75,155.14,195.1833333333333,42,13,-36,3,6.333333333333333
2020-08-04,capital,145.77,148.74,92.9,129.13666666666666,11,-4,-39,4,-10.666666666666666
2020-08-04,central,185.99,210.8,137.23,178.00666666666666,24,7,-35,3,-1.3333333333333333
2020-08-04,north,244.78,278.05,,,44,23,-34,3,11.0
2020-08-04,zealand,187.02,219.57,175.32,193.97000000000003,32,12,-36,4,2.6666666666666665
2020-08-04,south,195.2,236.94,153.23,195.12333333333333,41,14,-36,3,6.333333333333333
2020-08-05,capital,148.09,146.67,94.78,129.84666666666666,10,-6,-39,5,-11.666666666666666
2020-08-05,central,189.6,204.31,139.74,177.88333333333333,20,5,-35,4,-3.3333333333333335
2020-08-05,north,245.82,268.27,,,37,14,-34,4,5.666666666666667
2020-08-05,zealand,186.55,222.72,170.87,193.38,33,7,-36,4,1.3333333333333333
2020-08-05,south,198.29,235.68,150.99,194.98666666666668,38,10,-35,3,4.333333333333333
2020-08-06,capital,148.4,148.93,94.48,130.60333333333335,7,-4,-39,3,-12.0
2020-08-06,central,186.34,199.82,139.21,175.12333333333333,18,4,-34,3,-4.0
2020-08-06,north,243.12,263.45,,,37,15,-32,2,6.666666666666667
2020-08-06,zealand,182.13,214.8,168.55,188.49333333333334,29,8,-36,3,0.3333333333333333
2020-08-06,south,195.73,223.74,150.1,189.85666666666668,31,10,-34,2,2.3333333333333335
2020-08-07,capital,149.9,155.06,98.8,134.58666666666667,-4,-8,-39,2,-17.0
2020-08-07,central,197.43,198.73,127.96,174.70666666666668,3,-5,-35,1,-12.333333333333334
2020-08-07,north,240.76,246.61,,,17,5,-33,0,-3.6666666666666665
2020-08-07,zealand,191.75,214.14,162.9,189.59666666666666,16,0,-36,2,-6.666666666666667
2020-08-07,south,208.32,212.6,150.1,190.34,15,-1,-35,1,-7.0
2020-08-08,capital,144.58,147.26,95.49,129.11,-15,-11,-4,-5,-10.0
2020-08-08,central,186.41,188.41,113.08,162.63333333333333,-4,-1,-1,-5,-2.0
2020-08-08,north,231.06,229.84,,,13,11,4,-6,9.333333333333334
2020-08-08,zealand,199.2,217.78,168.12,195.03333333333333,9,2,0,-4,3.6666666666666665
2020-08-08,south,208.73,207.02,137.96,184.57000000000002,9,4,-2,-5,3.6666666666666665
2020-08-09,capital,136.55,119.4,92.53,116.16000000000001,-3,-6,-1,-4,-3.3333333333333335
2020-08-09,central,173.26,155.42,127.85,152.17666666666665,10,0,-3,-3,2.3333333333333335
2020-08-09,north,211.1,199.49,,,25,11,6,-5,14.0
2020-08-09,zealand,191.97,187.15,173.44,184.18666666666664,25,5,3,-3,11.0
2020-08-09,south,188.11,166.88,165.62,173.53666666666666,28,7,-1,-4,11.333333333333334
2020-08-10,capital,144.36,138.42,95.75,126.17666666666666,8,-3,-31,3,-8.666666666666666
2020-08-10,central,166.6,183.35,128.97,159.64,14,6,-28,2,-2.6666666666666665
2020-08-10,north,209.08,248.85,,,34,19,-25,1,9.333333333333334
2020-08-10,zealand,170.95,203.21,168.38,180.84666666666666,21,8,-27,2,0.6666666666666666
2020-08-10,south,179.34,208.72,165.18,184.41333333333333,27,11,-27,1,3.6666666666666665
2020-08-11,capital,148.96,142.08,99.42,130.15333333333334,7,-1,-30,2,-8.0
2020-08-11,central,168.66,181.56,129.35,159.85666666666668,11,5,-28,2,-4.0
2020-08-11,north,213.03,252.55,,,29,16,-25,0,6.666666666666667
2020-08-11,zealand,171.23,202.83,166.67,180.24333333333334,23,7,-25,2,1.6666666666666667
2020-08-11,south,180.22,207.15,149.01,178.79333333333332,28,12,-25,1,5.0
2020-08-12,capital,149.69,141.0,95.03,128.57333333333335,5,-6,-29,2,-10.0
2020-08-12,central,169.86,182.23,112.64,154.91,8,3,-28,2,-5.666666666666667
2020-08-12,north,213.37,245.32,,,28,14,-22,0,6.666666666666667
2020-08-12,zealand,173.58,198.98,158.53,177.03,20,5,-25,2,0.0
2020-08-12,south,180.87,200.97,143.19,175.01,26,9,-24,1,3.6666666666666665
2020-08-13,capital,147.1,140.75,93.95,127.26666666666667,3,-6,-29,2,-10.666666666666666
2020-08-13,central,170.9,178.39,115.74,155.01,7,1,-29,2,-7.0
2020-08-13,north,211.22,222.38,,,23,14,-22,0,5.0
2020-08-13,zealand,170.9,204.71,147.13,174.24666666666667,20,5,-25,2,0.0
2020-08-13,south,182.95,206.43,128.63,172.67,21,8,-24,0,1.6666666666666667
2020-08-14,capital,156.55,161.85,102.34,140.24666666666667,-7,-10,-30,1,-15.666666666666666
2020-08-14,central,183.26,187.8,123.14,164.73333333333332,0,-5,-29,1,-11.333333333333334
2020-08-14,north,226.47,238.36,,,12,7,-22,-2,-1.0
2020-08-14,zealand,186.91,227.82,173.95,196.2266666666667,10,1,-25,0,-4.666666666666667
2020-08-14,south,201.63,210.24,148.18,186.6833333333333,14,2,-24,-1,-2.6666666666666665
2020-08-15,capital,143.58,150.1,95.71,129.79666666666665,-16,-14,-5,-5,-11.666666666666666
2020-08-15,central,182.85,176.49,110.88,156.74,-8,-4,-3,-4,-5.0
2020-08-15,north,246.48,237.97,,,11,11,2,-5,8.0
2020-08-15,zealand,190.18,215.86,158.27,188.10333333333335,6,1,0,-4,2.3333333333333335
2020-08-15,south,193.66,203.97,132.65,176.76,6,4,-1,-5,3.0
2020-08-16,capital,138.28,117.62,92.31,116.07000000000001,-4,-11,-4,-4,-6.333333333333333
2020-08-16,central,170.92,150.46,124.04,148.47333333333333,5,-6,-5,-4,-2.0
2020-08-16,north,229.98,198.13,,,20,9,0,-5,9.666666666666666
2020-08-16,zealand,187.05,176.27,170.09,177.80333333333337,18,1,1,-3,6.666666666666667
2020-08-16,south,185.8,164.82,141.09,163.90333333333334,22,2,-3,-4,7.0
2020-08-17,capital,145.59,130.47,93.53,123.19666666666667,3,-8,-29,2,-11.333333333333334
2020-08-17,central,163.83,177.33,128.0,156.38666666666668,8,-1,-28,2,-7.0
2020-08-17,north,206.6,222.81,,,21,13,-22,0,4.0
2020-08-17,zealand,165.35,185.97,155.18,168.83333333333334,13,2,-25,1,-3.3333333333333335
2020-08-17,south,173.76,184.93,147.73,168.80666666666664,19,5,-24,0,0.0
2020-08-18,capital,144.04,133.58,93.56,123.72666666666667,0,-7,-26,2,-11.0
2020-08-18,central,159.74,167.09,126.36,151.06333333333336,4,-2,-26,4,-8.0
2020-08-18,north,196.11,204.42,,,18,12,-19,1,3.6666666666666665
2020-08-18,zealand,165.43,189.84,148.33,167.86666666666667,13,2,-21,2,-2.0
2020-08-18,south,169.76,196.22,137.38,167.78666666666666,19,6,-21,2,1.3333333333333333
2020-08-19,capital,148.56,130.13,92.02,123.57,-2,-11,-27,3,-13.333333333333334
2020-08-19,central,162.37,171.24,115.29,149.63333333333335,4,-3,-26,3,-8.333333333333334
2020-08-19,north,199.15,217.06,,,21,10,-20,1,3.6666666666666665
2020-08-19,zealand,168.8,185.97,136.5,163.75666666666666,13,0,-22,2,-3.0
2020-08-19,south,171.66,189.44,136.1,165.73333333333335,18,4,-21,1,0.3333333333333333
2020-08-20,capital,146.99,126.92,95.38,123.09666666666668,-4,-12,-28,3,-14.666666666666666
2020-08-20,central,164.43,152.49,115.7,144.20666666666668,1,-4,-26,4,-9.666666666666666
2020-08-20,north,200.81,203.94,,,15,8,-20,1,1.0
2020-08-20,zealand,167.55,180.05,143.79,163.79666666666665,12,0,-23,2,-3.6666666666666665
2020-08-20,south,179.39,181.71,140.26,167.12,15,3,-22,2,-1.3333333333333333
2020-08-21,capital,155.99,154.1,105.3,138.46333333333334,-9,-12,-27,3,-16.0
2020-08-21,central,178.14,186.15,127.74,164.01,-3,-8,-26,3,-12.333333333333334
2020-08-21,north,212.75,218.95,,,7,4,-20,1,-3.0
2020-08-21,zealand,178.7,195.13,161.1,178.30999999999997,6,-2,-23,2,-6.333333333333333
2020-08-21,south,197.19,202.77,137.89,179.28333333333333,11,-2,-22,1,-4.333333333333333
2020-08-22,capital,141.67,150.96,96.28,129.63666666666666,-13,-13,-5,-2,-10.333333333333334
2020-08-22,central,171.13,171.47,111.51,151.37,-8,-7,-4,-2,-6.333333333333333
2020-08-22,north,197.7,200.35,,,4,7,0,-2,3.6666666666666665
2020-08-22,zealand,177.91,199.37,136.85,171.37666666666667,3,-2,0,-2,0.3333333333333333
2020-08-22,south,185.49,197.2,116.49,166.39333333333335,5,1,-2,-2,1.3333333333333333
2020-08-23,capital,131.57,114.94,87.92,111.47666666666667,-5,-13,-7,-1,-8.333333333333334
2020-08-23,central,165.84,151.0,142.28,153.04,1,-9,-8,0,-5.333333333333333
2020-08-23,north,184.5,163.37,,,12,3,-1,-2,4.666666666666667
2020-08-23,zealand,170.16,146.54,148.59,155.09666666666666,11,-4,-1,-1,2.0
2020-08-23,south,169.72,147.59,133.61,150.30666666666667,17,-3,-7,-1,2.3333333333333335
2020-08-24,capital,140.99,132.59,97.51,123.69666666666667,1,-11,-25,3,-11.666666666666666
2020-08-24,central,159.27,181.28,134.21,158.25333333333333,6,-6,-24,3,-8.0
2020-08-24,north,182.44,199.12,,,16,9,-19,1,2.0
2020-08-24,zealand,157.33,169.74,142.76,156.61,7,-4,-21,2,-6.0
2020-08-24,south,163.72,181.0,124.86,156.52666666666667,15,0,-19,2,-1.3333333333333333
2020-08-25,capital,144.46,134.88,96.85,125.39666666666669,1,-8,-24,2,-10.333333333333334
2020-08-25,central,159.04,182.54,134.73,158.76999999999998,4,-6,-24,3,-8.666666666666666
2020-08-25,north,181.84,199.01,,,16,8,-17,1,2.3333333333333335
2020-08-25,zealand,155.75,171.06,127.59,151.46666666666667,11,-2,-19,1,-3.3333333333333335
2020-08-25,south,163.8,177.95,124.98,155.57666666666668,16,2,-19,1,-0.3333333333333333
2020-08-26,capital,150.95,136.97,101.02,129.64666666666665,0,-10,-23,4,-11.0
2020-08-26,central,162.15,180.67,126.06,156.29333333333332,2,-6,-22,4,-8.666666666666666
2020-08-26,north,182.97,191.85,,,12,4,-17,2,-0.3333333333333333
2020-08-26,zealand,162.58,157.24,124.25,148.02333333333334,6,-4,-18,3,-5.333333333333333
2020-08-26,south,165.53,179.07,116.36,153.65333333333334,11,-1,-17,3,-2.3333333333333335
2020-08-27,capital,148.99,129.21,96.78,124.99333333333334,-5,-12,-25,4,-14.0
2020-08-27,central,163.61,185.76,135.07,161.48,5,-5,-22,3,-7.333333333333333
2020-08-27,north,188.24,203.86,,,14,4,-16,1,0.6666666666666666
2020-08-27,zealand,159.19,152.68,127.68,146.51666666666668,7,-5,-20,3,-6.0
2020-08-27,south,169.91,190.56,121.47,160.64666666666668,17,2,-17,1,0.6666666666666666
2020-08-28,capital,155.43,157.37,109.76,140.85333333333332,-7,-11,-23,3,-13.666666666666666
2020-08-28,central,180.41,197.85,132.97,170.41,0,-7,-22,2,-9.666666666666666
2020-08-28,north,208.14,218.17,,,5,3,-16,1,-2.6666666666666665
2020-08-28,zealand,171.75,184.02,148.5,168.09,8,-2,-19,2,-4.333333333333333
2020-08-28,south,193.47,204.28,133.48,177.07666666666668,9,-2,-17,1,-3.3333333333333335
2020-08-29,capital,139.73,142.99,98.6,127.10666666666668,-13,-14,-7,-1,-11.333333333333334
2020-08-29,central,169.37,175.43,115.7,153.5,-6,-7,-3,-1,-5.333333333333333
2020-08-29,north,200.55,204.0,,,7,5,0,-2,4.0
2020-08-29,zealand,174.04,189.59,145.33,169.65333333333334,2,-5,-1,-2,-1.3333333333333333
